Sender_Timestamp                                         Forwarder_Timestamp                                         Receiver_Timestamp
NEW RUN ON: 2025-02-18 14:39:50.127.027491689
Sender_Timestamp: 2025-02-18 15:26:45.518.518590891  Forwarder_Timestamp: 2025-02-18 15:26:46.529.529891781  Receiver_Timestamp: 2025-02-18 15:26:45.828.028740417 Message:  Mode: Not connected27'_UU
Sender_Timestamp: 2025-02-18 15:26:46.518.518608679  Forwarder_Timestamp: 2025-02-18 15:26:47.534.534441780  Receiver_Timestamp: 2025-02-18 15:26:46.831.031390937 Message:  Mode: Not connected26'_UU
Sender_Timestamp: 2025-02-18 15:26:48.518.518588160  Forwarder_Timestamp: 2025-02-18 15:26:49.648.648582457  Receiver_Timestamp: 2025-02-18 15:26:48.946.046342759 Message:  Mode: Not connected24'_UU
Sender_Timestamp: 2025-02-18 15:26:49.518.518633344  Forwarder_Timestamp: 2025-02-18 15:26:50.532.532221727  Receiver_Timestamp: 2025-02-18 15:26:49.829.029276821 Message:  Mode: Not connected23'_UU
Sender_Timestamp: 2025-02-18 15:26:50.518.518637121  Forwarder_Timestamp: 2025-02-18 15:26:51.529.529293081  Receiver_Timestamp: 2025-02-18 15:26:50.826.026368488 Message:  Mode: Not connected22'_UU
Sender_Timestamp: 2025-02-18 15:26:51.518.518646315  Forwarder_Timestamp: 2025-02-18 15:26:52.533.533272247  Receiver_Timestamp: 2025-02-18 15:26:51.835.035643487 Message:  Mode: Not connected21'_UU
Sender_Timestamp: 2025-02-18 15:26:52.518.518639155  Forwarder_Timestamp: 2025-02-18 15:26:53.535.535710528  Receiver_Timestamp: 2025-02-18 15:26:52.832.032755674 Message:  Mode: Not connected20'_UU
Sender_Timestamp: 2025-02-18 15:26:53.518.518636474  Forwarder_Timestamp: 2025-02-18 15:26:54.529.529261465  Receiver_Timestamp: 2025-02-18 15:26:53.833.033381612 Message:  Mode: Not connected19'_UU
Sender_Timestamp: 2025-02-18 15:26:54.518.518637907  Forwarder_Timestamp: 2025-02-18 15:26:55.538.538018132  Receiver_Timestamp: 2025-02-18 15:26:54.839.039996351 Message:  Mode: Not connected18'_UU
Sender_Timestamp: 2025-02-18 15:26:55.518.518631216  Forwarder_Timestamp: 2025-02-18 15:26:56.535.535694954  Receiver_Timestamp: 2025-02-18 15:26:55.836.036038225 Message:  Mode: Not connected17'_UU
Sender_Timestamp: 2025-02-18 15:26:56.518.518630201  Forwarder_Timestamp: 2025-02-18 15:26:57.534.534357975  Receiver_Timestamp: 2025-02-18 15:26:56.831.031377235 Message:  Mode: Not connected16(_UU
Sender_Timestamp: 2025-02-18 15:26:57.518.518636947  Forwarder_Timestamp: 2025-02-18 15:26:58.529.529428235  Receiver_Timestamp: 2025-02-18 15:26:57.826.026555100 Message:  Mode: Not connected15(_UU
Sender_Timestamp: 2025-02-18 15:26:58.518.518636089  Forwarder_Timestamp: 2025-02-18 15:26:59.541.541508130  Receiver_Timestamp: 2025-02-18 15:26:58.838.038827391 Message:  Mode: Not connected14(_UU
Sender_Timestamp: 2025-02-18 15:26:59.518.518584189  Forwarder_Timestamp: 2025-02-18 15:27:00.537.537567505  Receiver_Timestamp: 2025-02-18 15:26:59.835.035444630 Message:  Mode: Not connected13(_UU
Sender_Timestamp: 2025-02-18 15:27:00.518.518634217  Forwarder_Timestamp: 2025-02-18 15:27:01.533.533874275  Receiver_Timestamp: 2025-02-18 15:27:00.833.033291974 Message:  Mode: Not connected12(_UU
Sender_Timestamp: 2025-02-18 15:27:01.518.518624088  Forwarder_Timestamp: 2025-02-18 15:27:02.532.532437035  Receiver_Timestamp: 2025-02-18 15:27:01.851.051118640 Message:  Mode: Not connected11(_UU
Sender_Timestamp: 2025-02-18 15:27:02.518.518644323  Forwarder_Timestamp: 2025-02-18 15:27:03.530.530198962  Receiver_Timestamp: 2025-02-18 15:27:02.834.034576296 Message:  Mode: Not connected10(_UU
Sender_Timestamp: 2025-02-18 15:27:03.518.518634611  Forwarder_Timestamp: 2025-02-18 15:27:04.529.529283284  Receiver_Timestamp: 2025-02-18 15:27:03.826.026383118 Message:  Mode: Not connected90(_UU
Sender_Timestamp: 2025-02-18 15:27:04.518.518592451  Forwarder_Timestamp: 2025-02-18 15:27:05.542.542599013  Receiver_Timestamp: 2025-02-18 15:27:04.840.040181451 Message:  Mode: Not connected8e(_UU
Sender_Timestamp: 2025-02-18 15:27:05.518.518634822  Forwarder_Timestamp: 2025-02-18 15:27:06.538.538036252  Receiver_Timestamp: 2025-02-18 15:27:05.838.038584680 Message:  Mode: Not connected7—(_UU
Sender_Timestamp: 2025-02-18 15:27:06.518.518638912  Forwarder_Timestamp: 2025-02-18 15:27:07.529.529573752  Receiver_Timestamp: 2025-02-18 15:27:06.826.026688377 Message:  Mode: Not connected6—(_UU
Sender_Timestamp: 2025-02-18 15:27:07.518.518651231  Forwarder_Timestamp: 2025-02-18 15:27:08.531.531002085  Receiver_Timestamp: 2025-02-18 15:27:07.828.028254940 Message:  Mode: Not connected5—(_UU
Sender_Timestamp: 2025-02-18 15:27:08.518.518633133  Forwarder_Timestamp: 2025-02-18 15:27:09.534.534848074  Receiver_Timestamp: 2025-02-18 15:27:08.832.032598689 Message:  Mode: Not connected4—(_UU
Sender_Timestamp: 2025-02-18 15:27:09.518.518628525  Forwarder_Timestamp: 2025-02-18 15:27:10.538.538144063  Receiver_Timestamp: 2025-02-18 15:27:09.836.036344522 Message:  Mode: Not connected3—(_UU
Sender_Timestamp: 2025-02-18 15:27:10.518.518634489  Forwarder_Timestamp: 2025-02-18 15:27:11.537.537319167  Receiver_Timestamp: 2025-02-18 15:27:10.834.034482438 Message:  Mode: Not connected2—(_UU
NEW RUN ON: 2025-02-18 15:27:27.198.098019953
NOT CONNECTED  Forwarder_Timestamp: 2025-02-18 15:27:35.191.191095564  Receiver_Timestamp: 2025-02-18 15:27:35.251.051062763 Message: 
Sender_Timestamp: 2025-02-18 15:27:35.167.167523526  Forwarder_Timestamp: 2025-02-18 15:27:36.284.284513533  Receiver_Timestamp: 2025-02-18 15:27:36.444.044298700 Message:  Mode: Not connected30
Sender_Timestamp: 2025-02-18 15:27:36.167.167292460  Forwarder_Timestamp: 2025-02-18 15:27:37.178.178928116  Receiver_Timestamp: 2025-02-18 15:27:37.230.030568126 Message:  Mode: Not connected29wêUU
Sender_Timestamp: 2025-02-18 15:27:37.167.167267122  Forwarder_Timestamp: 2025-02-18 15:27:38.178.178416084  Receiver_Timestamp: 2025-02-18 15:27:38.229.029334845 Message:  Mode: Not connected28wêUU
Sender_Timestamp: 2025-02-18 15:27:38.167.167278868  Forwarder_Timestamp: 2025-02-18 15:27:39.178.178472073  Receiver_Timestamp: 2025-02-18 15:27:39.230.030453803 Message:  Mode: Not connected27wêUU
Sender_Timestamp: 2025-02-18 15:27:39.167.167276291  Forwarder_Timestamp: 2025-02-18 15:27:40.178.178296812  Receiver_Timestamp: 2025-02-18 15:27:40.229.029257188 Message:  Mode: Not connected26wêUU
Sender_Timestamp: 2025-02-18 15:27:40.167.167268975  Forwarder_Timestamp: 2025-02-18 15:27:41.178.178902281  Receiver_Timestamp: 2025-02-18 15:27:41.229.029868021 Message:  Mode: Not connected25wêUU
Sender_Timestamp: 2025-02-18 15:27:41.167.167262388  Forwarder_Timestamp: 2025-02-18 15:27:42.179.179977124  Receiver_Timestamp: 2025-02-18 15:27:42.230.030904166 Message:  Mode: Not connected24wêUU
Sender_Timestamp: 2025-02-18 15:27:42.167.167261009  Forwarder_Timestamp: 2025-02-18 15:27:43.180.180326863  Receiver_Timestamp: 2025-02-18 15:27:43.232.032501614 Message:  Mode: Not connected23wêUU
Sender_Timestamp: 2025-02-18 15:27:43.167.167308171  Forwarder_Timestamp: 2025-02-18 15:27:44.179.179238686  Receiver_Timestamp: 2025-02-18 15:27:44.236.036133124 Message:  Mode: Not connected22xêUU
Sender_Timestamp: 2025-02-18 15:27:44.167.167265178  Forwarder_Timestamp: 2025-02-18 15:27:45.179.179946811  Receiver_Timestamp: 2025-02-18 15:27:45.233.033179686 Message:  Mode: Not connected21xêUU
Sender_Timestamp: 2025-02-18 15:27:45.167.167286091  Forwarder_Timestamp: 2025-02-18 15:27:46.181.181056602  Receiver_Timestamp: 2025-02-18 15:27:46.237.037475571 Message:  Mode: Not connected20xêUU
Sender_Timestamp: 2025-02-18 15:27:46.167.167215545  Forwarder_Timestamp: 2025-02-18 15:27:47.178.178172226  Receiver_Timestamp: 2025-02-18 15:27:47.229.029153123 Message:  Mode: Not connected19xêUU
Sender_Timestamp: 2025-02-18 15:27:47.167.167266978  Forwarder_Timestamp: 2025-02-18 15:27:48.178.178649049  Receiver_Timestamp: 2025-02-18 15:27:48.230.030921768 Message:  Mode: Not connected18xêUU
Sender_Timestamp: 2025-02-18 15:27:48.167.167317943  Forwarder_Timestamp: 2025-02-18 15:27:49.179.179873007  Receiver_Timestamp: 2025-02-18 15:27:49.231.031249580 Message:  Mode: Not connected17xêUU
Sender_Timestamp: 2025-02-18 15:27:49.167.167287085  Forwarder_Timestamp: 2025-02-18 15:27:50.179.179601132  Receiver_Timestamp: 2025-02-18 15:27:50.230.030576194 Message:  Mode: Not connected16xêUU
Sender_Timestamp: 2025-02-18 15:27:50.167.167268987  Forwarder_Timestamp: 2025-02-18 15:27:51.183.183267798  Receiver_Timestamp: 2025-02-18 15:27:51.234.034333746 Message:  Mode: Not connected15xêUU
Sender_Timestamp: 2025-02-18 15:27:51.167.167274640  Forwarder_Timestamp: 2025-02-18 15:27:52.179.179150297  Receiver_Timestamp: 2025-02-18 15:27:52.231.031852704 Message:  Mode: Not connected14xêUU
Sender_Timestamp: 2025-02-18 15:27:52.167.167268052  Forwarder_Timestamp: 2025-02-18 15:27:53.178.178235297  Receiver_Timestamp: 2025-02-18 15:27:53.229.029737339 Message:  Mode: Not connected13xêUU
Sender_Timestamp: 2025-02-18 15:27:53.167.167293600  Forwarder_Timestamp: 2025-02-18 15:27:54.179.179756130  Receiver_Timestamp: 2025-02-18 15:27:54.230.030751818 Message:  Mode: Not connected12xêUU
Sender_Timestamp: 2025-02-18 15:27:54.167.167264461  Forwarder_Timestamp: 2025-02-18 15:27:55.178.178202901  Receiver_Timestamp: 2025-02-18 15:27:55.229.029234786 Message:  Mode: Not connected11xêUU
Sender_Timestamp: 2025-02-18 15:27:55.167.167270165  Forwarder_Timestamp: 2025-02-18 15:27:56.186.186116129  Receiver_Timestamp: 2025-02-18 15:27:56.237.037263223 Message:  Mode: Not connected10xêUU
Sender_Timestamp: 2025-02-18 15:27:56.167.167260818  Forwarder_Timestamp: 2025-02-18 15:27:57.179.179803941  Receiver_Timestamp: 2025-02-18 15:27:57.230.030872025 Message:  Mode: Not connected9ÖxêUU
Sender_Timestamp: 2025-02-18 15:27:57.167.167267355  Forwarder_Timestamp: 2025-02-18 15:27:58.178.178298108  Receiver_Timestamp: 2025-02-18 15:27:58.229.029299473 Message:  Mode: Not connected8ÒxêUU
Sender_Timestamp: 2025-02-18 15:27:58.167.167275195  Forwarder_Timestamp: 2025-02-18 15:27:59.178.178255868  Receiver_Timestamp: 2025-02-18 15:27:59.229.029256816 Message:  Mode: Not connected7ÒxêUU
Sender_Timestamp: 2025-02-18 15:27:59.167.167289337  Forwarder_Timestamp: 2025-02-18 15:28:00.178.178635347  Receiver_Timestamp: 2025-02-18 15:28:00.230.030303638 Message:  Mode: Not connected6ÒxêUU
Sender_Timestamp: 2025-02-18 15:28:00.167.167267437  Forwarder_Timestamp: 2025-02-18 15:28:01.181.181217429  Receiver_Timestamp: 2025-02-18 15:28:01.236.036647753 Message:  Mode: Not connected5ÒxêUU
Sender_Timestamp: 2025-02-18 15:28:01.167.167265850  Forwarder_Timestamp: 2025-02-18 15:28:02.178.178258679  Receiver_Timestamp: 2025-02-18 15:28:02.231.031381606 Message:  Mode: Not connected4ÒxêUU
Sender_Timestamp: 2025-02-18 15:28:02.167.167287492  Forwarder_Timestamp: 2025-02-18 15:28:03.178.178234772  Receiver_Timestamp: 2025-02-18 15:28:03.229.029552387 Message:  Mode: Not connected3ÒxêUU
Sender_Timestamp: 2025-02-18 15:28:03.167.167267363  Forwarder_Timestamp: 2025-02-18 15:28:04.178.178259199  Receiver_Timestamp: 2025-02-18 15:28:04.230.030475668 Message:  Mode: Not connected2ÒxêUU
NEW RUN ON: 2025-02-18 15:38:11.624.024323926
Sender_Timestamp: 2025-02-18 15:38:31.944.944142801  Forwarder_Timestamp: 2025-02-18 15:38:32.962.962640366  Receiver_Timestamp: 2025-02-18 15:38:33.128.028458553 Message:  Mode: Not connected24
Sender_Timestamp: 2025-02-18 15:38:34.944.944141060  Forwarder_Timestamp: 2025-02-18 15:38:35.958.958133281  Receiver_Timestamp: 2025-02-18 15:38:36.124.024164490 Message:  Mode: Not connected21
Sender_Timestamp: 2025-02-18 15:38:35.944.944138067  Forwarder_Timestamp: 2025-02-18 15:38:36.958.958009322  Receiver_Timestamp: 2025-02-18 15:38:37.013.013027406 Message:  Mode: Not connected20
Sender_Timestamp: 2025-02-18 15:38:36.944.944142260  Forwarder_Timestamp: 2025-02-18 15:38:37.958.958543228  Receiver_Timestamp: 2025-02-18 15:38:38.019.019225270 Message:  Mode: Not connected19
Sender_Timestamp: 2025-02-18 15:38:39.944.944139426  Forwarder_Timestamp: 2025-02-18 15:38:40.961.961623175  Receiver_Timestamp: 2025-02-18 15:38:41.136.036181207 Message:  Mode: Not connected16
Sender_Timestamp: 2025-02-18 15:38:40.944.944108672  Forwarder_Timestamp: 2025-02-18 15:38:41.964.964209529  Receiver_Timestamp: 2025-02-18 15:38:42.025.025770633 Message:  Mode: Not connected15
Sender_Timestamp: 2025-02-18 15:38:41.944.944096668  Forwarder_Timestamp: 2025-02-18 15:38:42.957.957849164  Receiver_Timestamp: 2025-02-18 15:38:43.017.017124956 Message:  Mode: Not connected14∑ñU
Sender_Timestamp: 2025-02-18 15:38:42.944.944100549  Forwarder_Timestamp: 2025-02-18 15:38:43.960.960237601  Receiver_Timestamp: 2025-02-18 15:38:44.014.014882612 Message:  Mode: Not connected13∑ñU
Sender_Timestamp: 2025-02-18 15:38:43.944.944092087  Forwarder_Timestamp: 2025-02-18 15:38:44.962.962694840  Receiver_Timestamp: 2025-02-18 15:38:45.019.019711361 Message:  Mode: Not connected12∑ñU
Sender_Timestamp: 2025-02-18 15:38:45.944.944099902  Forwarder_Timestamp: 2025-02-18 15:38:46.964.964189214  Receiver_Timestamp: 2025-02-18 15:38:47.124.024401048 Message:  Mode: Not connected10∑ñU
Sender_Timestamp: 2025-02-18 15:38:46.944.944155137  Forwarder_Timestamp: 2025-02-18 15:38:47.958.958322547  Receiver_Timestamp: 2025-02-18 15:38:48.012.012974798 Message:  Mode: Not connected9∑ñU
Sender_Timestamp: 2025-02-18 15:38:47.944.944141675  Forwarder_Timestamp: 2025-02-18 15:38:48.961.961231245  Receiver_Timestamp: 2025-02-18 15:38:49.015.015135266 Message:  Mode: Not connected8Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:48.944.944143682  Forwarder_Timestamp: 2025-02-18 15:38:49.958.958642807  Receiver_Timestamp: 2025-02-18 15:38:50.012.012619276 Message:  Mode: Not connected7Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:49.944.944143605  Forwarder_Timestamp: 2025-02-18 15:38:50.963.963655984  Receiver_Timestamp: 2025-02-18 15:38:51.017.017582609 Message:  Mode: Not connected6Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:50.944.944148580  Forwarder_Timestamp: 2025-02-18 15:38:51.964.964413171  Receiver_Timestamp: 2025-02-18 15:38:52.020.020143546 Message:  Mode: Not connected5Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:51.944.944152930  Forwarder_Timestamp: 2025-02-18 15:38:52.958.958653691  Receiver_Timestamp: 2025-02-18 15:38:53.013.013713181 Message:  Mode: Not connected4Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:52.944.944154051  Forwarder_Timestamp: 2025-02-18 15:38:53.959.959246035  Receiver_Timestamp: 2025-02-18 15:38:54.014.014964014 Message:  Mode: Not connected3Å∑ñU
Sender_Timestamp: 2025-02-18 15:38:53.944.944145953  Forwarder_Timestamp: 2025-02-18 15:38:54.961.961594888  Receiver_Timestamp: 2025-02-18 15:38:55.015.015757451 Message:  Mode: Not connected2Å∑ñU
NEW RUN ON: 2025-02-18 15:46:15.074.074064315
NEW RUN ON: 2025-02-18 15:46:58.677.077369298
Sender_Timestamp: 2025-02-18 15:47:20.994.994946201  Forwarder_Timestamp: 2025-02-18 15:47:22.116.116567039  Receiver_Timestamp: 2025-02-18 15:47:22.284.084409758 Message:  Mode: Not connected18
Sender_Timestamp: 2025-02-18 15:47:21.994.994933677  Forwarder_Timestamp: 2025-02-18 15:47:23.012.012931622  Receiver_Timestamp: 2025-02-18 15:47:23.078.078857726 Message:  Mode: Not connected17
Sender_Timestamp: 2025-02-18 15:47:25.994.994944671  Forwarder_Timestamp: 2025-02-18 15:47:27.014.014545214  Receiver_Timestamp: 2025-02-18 15:47:27.184.084228506 Message:  Mode: Not connected13†UU
Sender_Timestamp: 2025-02-18 15:47:27.994.994943267  Forwarder_Timestamp: 2025-02-18 15:47:29.012.012369380  Receiver_Timestamp: 2025-02-18 15:47:29.180.080297724 Message:  Mode: Not connected11†UU
Sender_Timestamp: 2025-02-18 15:47:30.994.994941630  Forwarder_Timestamp: 2025-02-18 15:47:32.014.014247504  Receiver_Timestamp: 2025-02-18 15:47:32.180.080335535 Message:  Mode: Not connected8¥†UU
Sender_Timestamp: 2025-02-18 15:47:31.994.994948012  Forwarder_Timestamp: 2025-02-18 15:47:33.020.020893805  Receiver_Timestamp: 2025-02-18 15:47:33.083.083028764 Message:  Mode: Not connected7¥†UU
Sender_Timestamp: 2025-02-18 15:47:33.994.994945618  Forwarder_Timestamp: 2025-02-18 15:47:35.012.012680315  Receiver_Timestamp: 2025-02-18 15:47:35.184.084287982 Message:  Mode: Not connected5ê†UU
Sender_Timestamp: 2025-02-18 15:47:34.994.994941687  Forwarder_Timestamp: 2025-02-18 15:47:36.013.013820783  Receiver_Timestamp: 2025-02-18 15:47:36.074.074723242 Message:  Mode: Not connected4ò†UU
Sender_Timestamp: 2025-02-18 15:47:35.994.994951090  Forwarder_Timestamp: 2025-02-18 15:47:37.012.012393752  Receiver_Timestamp: 2025-02-18 15:47:37.070.070909492 Message:  Mode: Not connected3¶†UU
Sender_Timestamp: 2025-02-18 15:47:36.994.994945961  Forwarder_Timestamp: 2025-02-18 15:47:38.012.012506824  Receiver_Timestamp: 2025-02-18 15:47:38.070.070545950 Message:  Mode: Not connected2¶†UU
NEW RUN ON: 2025-02-18 15:50:51.539.039978011
Sender_Timestamp: 2025-02-18 15:51:35.363.363308112  Forwarder_Timestamp: 2025-02-18 15:51:36.380.380714077  Receiver_Timestamp: 2025-02-18 15:51:36.552.052407161 Message:  Mode: Not connected23L©U
Sender_Timestamp: 2025-02-18 15:51:36.363.363304702  Forwarder_Timestamp: 2025-02-18 15:51:37.383.383208348  Receiver_Timestamp: 2025-02-18 15:51:37.448.048731796 Message:  Mode: Not connected22M©U
Sender_Timestamp: 2025-02-18 15:51:37.365.365624990  Forwarder_Timestamp: 2025-02-18 15:51:38.381.381389806  Receiver_Timestamp: 2025-02-18 15:51:38.445.045773931 Message:  Mode: Not connected21M©U
Sender_Timestamp: 2025-02-18 15:51:38.363.363307986  Forwarder_Timestamp: 2025-02-18 15:51:39.382.382081732  Receiver_Timestamp: 2025-02-18 15:51:39.452.052060337 Message:  Mode: Not connected20M©U
Sender_Timestamp: 2025-02-18 15:51:40.363.363336895  Forwarder_Timestamp: 2025-02-18 15:51:41.380.380915846  Receiver_Timestamp: 2025-02-18 15:51:41.544.044273200 Message:  Mode: Not connected18M©U
Sender_Timestamp: 2025-02-18 15:51:41.363.363311609  Forwarder_Timestamp: 2025-02-18 15:51:42.380.380766991  Receiver_Timestamp: 2025-02-18 15:51:42.450.050981481 Message:  Mode: Not connected17M©U
Sender_Timestamp: 2025-02-18 15:51:42.363.363331064  Forwarder_Timestamp: 2025-02-18 15:51:43.381.381061314  Receiver_Timestamp: 2025-02-18 15:51:43.442.042988408 Message:  Mode: Not connected16M©U
Sender_Timestamp: 2025-02-18 15:51:43.363.363322393  Forwarder_Timestamp: 2025-02-18 15:51:44.385.385328605  Receiver_Timestamp: 2025-02-18 15:51:44.443.043866168 Message:  Mode: Not connected15M©U
Sender_Timestamp: 2025-02-18 15:51:44.363.363319139  Forwarder_Timestamp: 2025-02-18 15:51:45.381.381235428  Receiver_Timestamp: 2025-02-18 15:51:45.443.043869501 Message:  Mode: Not connected14M©U
Sender_Timestamp: 2025-02-18 15:51:47.363.363358648  Forwarder_Timestamp: 2025-02-18 15:51:48.380.380811416  Receiver_Timestamp: 2025-02-18 15:51:48.552.052309604 Message:  Mode: Not connected11M©U
Sender_Timestamp: 2025-02-18 15:51:49.363.363333390  Forwarder_Timestamp: 2025-02-18 15:51:50.380.380817509  Receiver_Timestamp: 2025-02-18 15:51:50.548.048312676 Message:  Mode: Not connected9•M©U
Sender_Timestamp: 2025-02-18 15:51:50.363.363324667  Forwarder_Timestamp: 2025-02-18 15:51:51.382.382422040  Receiver_Timestamp: 2025-02-18 15:51:51.443.043258145 Message:  Mode: Not connected8N©U
Sender_Timestamp: 2025-02-18 15:51:51.363.363311049  Forwarder_Timestamp: 2025-02-18 15:51:52.380.380796363  Receiver_Timestamp: 2025-02-18 15:51:52.444.044265123 Message:  Mode: Not connected7N©U
Sender_Timestamp: 2025-02-18 15:51:52.363.363328732  Forwarder_Timestamp: 2025-02-18 15:51:53.380.380818029  Receiver_Timestamp: 2025-02-18 15:51:53.439.039561477 Message:  Mode: Not connected6N©U
Sender_Timestamp: 2025-02-18 15:51:53.363.363341572  Forwarder_Timestamp: 2025-02-18 15:51:54.385.385885945  Receiver_Timestamp: 2025-02-18 15:51:54.446.046652518 Message:  Mode: Not connected5N©U
Sender_Timestamp: 2025-02-18 15:51:54.363.363316652  Forwarder_Timestamp: 2025-02-18 15:51:55.380.380864174  Receiver_Timestamp: 2025-02-18 15:51:55.439.039008299 Message:  Mode: Not connected4N©U
Sender_Timestamp: 2025-02-18 15:51:55.363.363319908  Forwarder_Timestamp: 2025-02-18 15:51:56.381.381675944  Receiver_Timestamp: 2025-02-18 15:51:56.439.039162153 Message:  Mode: Not connected3N©U
Sender_Timestamp: 2025-02-18 15:51:56.363.363314102  Forwarder_Timestamp: 2025-02-18 15:51:57.381.381006413  Receiver_Timestamp: 2025-02-18 15:51:57.438.038531007 Message:  Mode: Not connected2N©U
