Sender_Timestamp                                         Forwarder_Timestamp                                         Receiver_Timestamp
NEW RUN ON: 2025-02-18 14:39:50.127.027491689
Sender_Timestamp: 2025-02-18 14:42:33.855.855391146  Forwarder_Timestamp: 2025-02-18 14:42:38.248.248201858  Receiver_Timestamp: 2025-02-18 14:42:39.293.093314177 Message:  Mode: Not connected12;kUce
Sender_Timestamp: 2025-02-18 14:42:34.855.855366277  Forwarder_Timestamp: 2025-02-18 14:42:39.240.240193836  Receiver_Timestamp: 2025-02-18 14:42:40.284.084658812 Message:  Mode: Not connected11<kUce
Sender_Timestamp: 2025-02-18 14:42:35.855.855365992  Forwarder_Timestamp: 2025-02-18 14:42:40.237.237131805  Receiver_Timestamp: 2025-02-18 14:42:41.281.081618134 Message:  Mode: Not connected10<kUce
Sender_Timestamp: 2025-02-18 14:42:37.855.855367140  Forwarder_Timestamp: 2025-02-18 14:42:42.344.344673419  Receiver_Timestamp: 2025-02-18 14:42:43.389.089051363 Message:  Mode: Not connected80<kUce
Sender_Timestamp: 2025-02-18 14:42:38.855.855363886  Forwarder_Timestamp: 2025-02-18 14:42:43.238.238805137  Receiver_Timestamp: 2025-02-18 14:42:44.283.083261206 Message:  Mode: Not connected7<kUce
Sender_Timestamp: 2025-02-18 14:42:39.855.855365841  Forwarder_Timestamp: 2025-02-18 14:42:44.237.237960657  Receiver_Timestamp: 2025-02-18 14:42:45.282.082447716 Message:  Mode: Not connected6<kUce
Sender_Timestamp: 2025-02-18 14:42:40.855.855391337  Forwarder_Timestamp: 2025-02-18 14:42:45.238.238436543  Receiver_Timestamp: 2025-02-18 14:42:46.282.082912091 Message:  Mode: Not connected5&<kUce
Sender_Timestamp: 2025-02-18 14:42:41.855.855370218  Forwarder_Timestamp: 2025-02-18 14:42:46.237.237059094  Receiver_Timestamp: 2025-02-18 14:42:47.281.081554122 Message:  Mode: Not connected4&<kUce
Sender_Timestamp: 2025-02-18 14:42:42.855.855383006  Forwarder_Timestamp: 2025-02-18 14:42:47.238.238583573  Receiver_Timestamp: 2025-02-18 14:42:48.283.083065684 Message:  Mode: Not connected3&<kUce
Sender_Timestamp: 2025-02-18 14:42:43.855.855362981  Forwarder_Timestamp: 2025-02-18 14:42:48.239.239042948  Receiver_Timestamp: 2025-02-18 14:42:49.284.084258965 Message:  Mode: Not connected2<kUce
NEW RUN ON: 2025-02-18 14:44:42.184.084859728
Sender_Timestamp: 2025-02-18 14:45:34.662.662505800  Forwarder_Timestamp: 2025-02-18 14:45:33.816.816778563  Receiver_Timestamp: 2025-02-18 14:45:34.039.039623615 Message:  Mode: Not connected28evice
Sender_Timestamp: 2025-02-18 14:45:39.662.662469739  Forwarder_Timestamp: 2025-02-18 14:45:38.815.815821842  Receiver_Timestamp: 2025-02-18 14:45:39.131.031585332 Message:  Mode: Not connected23evice
Sender_Timestamp: 2025-02-18 14:45:46.662.662476388  Forwarder_Timestamp: 2025-02-18 14:45:45.812.812779964  Receiver_Timestamp: 2025-02-18 14:45:46.025.025044548 Message:  Mode: Not connected16‘õUce
Sender_Timestamp: 2025-02-18 14:45:48.662.662482484  Forwarder_Timestamp: 2025-02-18 14:45:47.811.811818922  Receiver_Timestamp: 2025-02-18 14:45:48.131.031532255 Message:  Mode: Not connected14‘õUce
Sender_Timestamp: 2025-02-18 14:45:49.662.662474074  Forwarder_Timestamp: 2025-02-18 14:45:48.706.706003297  Receiver_Timestamp: 2025-02-18 14:45:48.917.017558453 Message:  Mode: Not connected13‘õUce
Sender_Timestamp: 2025-02-18 14:45:50.662.662504205  Forwarder_Timestamp: 2025-02-18 14:45:49.703.703024494  Receiver_Timestamp: 2025-02-18 14:45:49.914.014692307 Message:  Mode: Not connected12’õUce
Sender_Timestamp: 2025-02-18 14:45:52.662.662480197  Forwarder_Timestamp: 2025-02-18 14:45:51.702.702771421  Receiver_Timestamp: 2025-02-18 14:45:52.023.023602202 Message:  Mode: Not connected10’õUce
Sender_Timestamp: 2025-02-18 14:45:53.662.662512516  Forwarder_Timestamp: 2025-02-18 14:45:52.703.703671733  Receiver_Timestamp: 2025-02-18 14:45:52.916.016856316 Message:  Mode: Not connected9’õUce
Sender_Timestamp: 2025-02-18 14:45:55.662.662486425  Forwarder_Timestamp: 2025-02-18 14:45:54.807.807793190  Receiver_Timestamp: 2025-02-18 14:45:55.020.020075378 Message:  Mode: Not connected7Ø’õUce
Sender_Timestamp: 2025-02-18 14:45:56.662.662479161  Forwarder_Timestamp: 2025-02-18 14:45:55.706.706904284  Receiver_Timestamp: 2025-02-18 14:45:55.919.019228242 Message:  Mode: Not connected6Ø’õUce
Sender_Timestamp: 2025-02-18 14:45:58.662.662483278  Forwarder_Timestamp: 2025-02-18 14:45:57.807.807897512  Receiver_Timestamp: 2025-02-18 14:45:58.019.019565429 Message:  Mode: Not connected4Ø’õUce
Sender_Timestamp: 2025-02-18 14:45:59.662.662486847  Forwarder_Timestamp: 2025-02-18 14:45:58.705.705627199  Receiver_Timestamp: 2025-02-18 14:45:58.917.017286939 Message:  Mode: Not connected3Ø’õUce
Sender_Timestamp: 2025-02-18 14:46:00.662.662487447  Forwarder_Timestamp: 2025-02-18 14:45:59.704.704095897  Receiver_Timestamp: 2025-02-18 14:45:59.915.015691574 Message:  Mode: Not connected2í’õUce
NEW RUN ON: 2025-02-18 15:11:57.736.036022485
Sender_Timestamp: 2025-02-18 15:12:36.112.112540496  Forwarder_Timestamp: 2025-02-18 15:12:37.142.142029754  Receiver_Timestamp: 2025-02-18 15:12:36.127.027245595 Message:  Mode: Not connected28Â≥U
Sender_Timestamp: 2025-02-18 15:12:37.112.112539221  Forwarder_Timestamp: 2025-02-18 15:12:38.138.138690691  Receiver_Timestamp: 2025-02-18 15:12:37.017.017930647 Message:  Mode: Not connected27Â≥U
Sender_Timestamp: 2025-02-18 15:12:50.112.112547545  Forwarder_Timestamp: 2025-02-18 15:12:51.147.147782769  Receiver_Timestamp: 2025-02-18 15:12:50.131.031090382 Message:  Mode: Not connected14Â≥U
Sender_Timestamp: 2025-02-18 15:12:51.112.112540853  Forwarder_Timestamp: 2025-02-18 15:12:52.141.141619592  Receiver_Timestamp: 2025-02-18 15:12:51.015.015493506 Message:  Mode: Not connected13Â≥U
Sender_Timestamp: 2025-02-18 15:12:53.112.112541950  Forwarder_Timestamp: 2025-02-18 15:12:54.254.254199018  Receiver_Timestamp: 2025-02-18 15:12:53.133.033069703 Message:  Mode: Not connected11Â≥U
Sender_Timestamp: 2025-02-18 15:12:54.112.112577237  Forwarder_Timestamp: 2025-02-18 15:12:55.143.143047976  Receiver_Timestamp: 2025-02-18 15:12:54.020.020005016 Message:  Mode: Not connected10Â≥U
Sender_Timestamp: 2025-02-18 15:12:55.112.112518723  Forwarder_Timestamp: 2025-02-18 15:12:56.141.141305476  Receiver_Timestamp: 2025-02-18 15:12:55.014.014659494 Message:  Mode: Not connected9“Â≥U
Sender_Timestamp: 2025-02-18 15:12:57.112.112547892  Forwarder_Timestamp: 2025-02-18 15:12:58.140.140444590  Receiver_Timestamp: 2025-02-18 15:12:57.123.023143087 Message:  Mode: Not connected7“Â≥U
Sender_Timestamp: 2025-02-18 15:12:59.112.112499926  Forwarder_Timestamp: 2025-02-18 15:13:00.140.140600058  Receiver_Timestamp: 2025-02-18 15:12:59.119.019048868 Message:  Mode: Not connected5`Ê≥U
Sender_Timestamp: 2025-02-18 15:13:00.112.112534641  Forwarder_Timestamp: 2025-02-18 15:13:01.145.145843911  Receiver_Timestamp: 2025-02-18 15:13:00.018.018294284 Message:  Mode: Not connected4hÊ≥U
Sender_Timestamp: 2025-02-18 15:13:02.112.112493549  Forwarder_Timestamp: 2025-02-18 15:13:03.245.245632713  Receiver_Timestamp: 2025-02-18 15:13:02.118.018066471 Message:  Mode: Not connected2vÊ≥U
NEW RUN ON: 2025-02-18 15:19:10.482.082565184
Sender_Timestamp: 2025-02-18 15:19:38.891.891620165  Forwarder_Timestamp: 2025-02-18 15:19:39.900.900474079  Receiver_Timestamp: 2025-02-18 15:19:38.811.011862569 Message:  Mode: Not connected12ÇnU
Sender_Timestamp: 2025-02-18 15:19:41.891.891574257  Forwarder_Timestamp: 2025-02-18 15:19:42.905.905720380  Receiver_Timestamp: 2025-02-18 15:19:41.820.020171474 Message:  Mode: Not connected92ÇnU
Sender_Timestamp: 2025-02-18 15:19:44.891.891560901  Forwarder_Timestamp: 2025-02-18 15:19:45.906.906039025  Receiver_Timestamp: 2025-02-18 15:19:44.818.018804337 Message:  Mode: Not connected62ÇnU
Sender_Timestamp: 2025-02-18 15:19:45.891.891581918  Forwarder_Timestamp: 2025-02-18 15:19:46.900.900309024  Receiver_Timestamp: 2025-02-18 15:19:45.810.010444701 Message:  Mode: Not connected52ÇnU
Sender_Timestamp: 2025-02-18 15:19:47.891.891576556  Forwarder_Timestamp: 2025-02-18 15:19:48.902.902048555  Receiver_Timestamp: 2025-02-18 15:19:47.815.015115638 Message:  Mode: Not connected32ÇnU
NEW RUN ON: 2025-02-18 15:23:13.666.066712487
NOT CONNECTED  Forwarder_Timestamp: 2025-02-18 15:23:34.615.615890083  Receiver_Timestamp: 2025-02-18 15:23:33.535.035985500 Message: 
Sender_Timestamp: 2025-02-18 15:23:34.591.591317938  Forwarder_Timestamp: 2025-02-18 15:23:35.716.716635135  Receiver_Timestamp: 2025-02-18 15:23:34.736.036300083 Message:  Mode: Not connected30
Sender_Timestamp: 2025-02-18 15:23:35.591.591153381  Forwarder_Timestamp: 2025-02-18 15:23:36.604.604794457  Receiver_Timestamp: 2025-02-18 15:23:35.514.014578051 Message:  Mode: Not connected29∆hUU
Sender_Timestamp: 2025-02-18 15:23:36.591.591111690  Forwarder_Timestamp: 2025-02-18 15:23:37.602.602779040  Receiver_Timestamp: 2025-02-18 15:23:36.512.012580915 Message:  Mode: Not connected28∆hUU
Sender_Timestamp: 2025-02-18 15:23:37.591.591108644  Forwarder_Timestamp: 2025-02-18 15:23:38.602.602445498  Receiver_Timestamp: 2025-02-18 15:23:37.519.019733207 Message:  Mode: Not connected27∆hUU
Sender_Timestamp: 2025-02-18 15:23:38.591.591153828  Forwarder_Timestamp: 2025-02-18 15:23:39.602.602917842  Receiver_Timestamp: 2025-02-18 15:23:38.513.013193623 Message:  Mode: Not connected26∆hUU
Sender_Timestamp: 2025-02-18 15:23:39.591.591120105  Forwarder_Timestamp: 2025-02-18 15:23:40.601.601893571  Receiver_Timestamp: 2025-02-18 15:23:39.511.011724404 Message:  Mode: Not connected25∆hUU
Sender_Timestamp: 2025-02-18 15:23:40.591.591108622  Forwarder_Timestamp: 2025-02-18 15:23:41.604.604462997  Receiver_Timestamp: 2025-02-18 15:23:40.514.014272164 Message:  Mode: Not connected24∆hUU
Sender_Timestamp: 2025-02-18 15:23:41.591.591112556  Forwarder_Timestamp: 2025-02-18 15:23:42.601.601946747  Receiver_Timestamp: 2025-02-18 15:23:41.511.011850445 Message:  Mode: Not connected23∆hUU
Sender_Timestamp: 2025-02-18 15:23:42.591.591126645  Forwarder_Timestamp: 2025-02-18 15:23:43.601.601066746  Receiver_Timestamp: 2025-02-18 15:23:42.511.011429299 Message:  Mode: Not connected22«hUU
Sender_Timestamp: 2025-02-18 15:23:43.591.591120943  Forwarder_Timestamp: 2025-02-18 15:23:44.607.607129038  Receiver_Timestamp: 2025-02-18 15:23:43.517.017090757 Message:  Mode: Not connected21«hUU
Sender_Timestamp: 2025-02-18 15:23:44.591.591122898  Forwarder_Timestamp: 2025-02-18 15:23:45.612.612474402  Receiver_Timestamp: 2025-02-18 15:23:44.522.022730079 Message:  Mode: Not connected20«hUU
Sender_Timestamp: 2025-02-18 15:23:45.591.591116883  Forwarder_Timestamp: 2025-02-18 15:23:46.600.600943464  Receiver_Timestamp: 2025-02-18 15:23:45.510.010806797 Message:  Mode: Not connected19«hUU
Sender_Timestamp: 2025-02-18 15:23:46.591.591126442  Forwarder_Timestamp: 2025-02-18 15:23:47.601.601421849  Receiver_Timestamp: 2025-02-18 15:23:46.515.015377474 Message:  Mode: Not connected18«hUU
Sender_Timestamp: 2025-02-18 15:23:47.591.591143969  Forwarder_Timestamp: 2025-02-18 15:23:48.602.602093776  Receiver_Timestamp: 2025-02-18 15:23:47.513.013552890 Message:  Mode: Not connected17«hUU
Sender_Timestamp: 2025-02-18 15:23:48.591.591117903  Forwarder_Timestamp: 2025-02-18 15:23:49.606.606064869  Receiver_Timestamp: 2025-02-18 15:23:48.516.016014713 Message:  Mode: Not connected16«hUU
Sender_Timestamp: 2025-02-18 15:23:49.591.591124128  Forwarder_Timestamp: 2025-02-18 15:23:50.602.602338723  Receiver_Timestamp: 2025-02-18 15:23:49.512.012222421 Message:  Mode: Not connected15«hUU
Sender_Timestamp: 2025-02-18 15:23:50.591.591116707  Forwarder_Timestamp: 2025-02-18 15:23:51.604.604440546  Receiver_Timestamp: 2025-02-18 15:23:50.514.014781171 Message:  Mode: Not connected14«hUU
Sender_Timestamp: 2025-02-18 15:23:51.591.591101682  Forwarder_Timestamp: 2025-02-18 15:23:52.602.602231899  Receiver_Timestamp: 2025-02-18 15:23:51.513.013820753 Message:  Mode: Not connected13«hUU
Sender_Timestamp: 2025-02-18 15:23:52.591.591100772  Forwarder_Timestamp: 2025-02-18 15:23:53.601.601510701  Receiver_Timestamp: 2025-02-18 15:23:52.511.011701274 Message:  Mode: Not connected12«hUU
Sender_Timestamp: 2025-02-18 15:23:54.591.591172598  Forwarder_Timestamp: 2025-02-18 15:23:55.600.600900284  Receiver_Timestamp: 2025-02-18 15:23:54.616.016360179 Message:  Mode: Not connected10«hUU
Sender_Timestamp: 2025-02-18 15:23:55.591.591117573  Forwarder_Timestamp: 2025-02-18 15:23:56.600.600935752  Receiver_Timestamp: 2025-02-18 15:23:55.510.010859814 Message:  Mode: Not connected9•«hUU
Sender_Timestamp: 2025-02-18 15:23:56.591.591123850  Forwarder_Timestamp: 2025-02-18 15:23:57.602.602026481  Receiver_Timestamp: 2025-02-18 15:23:56.513.013623304 Message:  Mode: Not connected8»hUU
Sender_Timestamp: 2025-02-18 15:23:57.591.591052107  Forwarder_Timestamp: 2025-02-18 15:23:58.600.600957470  Receiver_Timestamp: 2025-02-18 15:23:57.512.012470699 Message:  Mode: Not connected7»hUU
Sender_Timestamp: 2025-02-18 15:23:58.591.591133436  Forwarder_Timestamp: 2025-02-18 15:23:59.606.606226011  Receiver_Timestamp: 2025-02-18 15:23:58.516.016727209 Message:  Mode: Not connected6»hUU
Sender_Timestamp: 2025-02-18 15:23:59.591.591114192  Forwarder_Timestamp: 2025-02-18 15:24:00.600.600950855  Receiver_Timestamp: 2025-02-18 15:23:59.512.012297053 Message:  Mode: Not connected5»hUU
Sender_Timestamp: 2025-02-18 15:24:00.591.591130105  Forwarder_Timestamp: 2025-02-18 15:24:01.601.601968146  Receiver_Timestamp: 2025-02-18 15:24:00.511.011908302 Message:  Mode: Not connected4»hUU
Sender_Timestamp: 2025-02-18 15:24:01.591.591136070  Forwarder_Timestamp: 2025-02-18 15:24:02.601.601631427  Receiver_Timestamp: 2025-02-18 15:24:01.511.011552781 Message:  Mode: Not connected3»hUU
Sender_Timestamp: 2025-02-18 15:24:02.591.591118285  Forwarder_Timestamp: 2025-02-18 15:24:03.601.601641270  Receiver_Timestamp: 2025-02-18 15:24:02.511.011573197 Message:  Mode: Not connected2»hUU
NEW RUN ON: 2025-02-18 15:25:14.550.050346667
NOT CONNECTED  Forwarder_Timestamp: 2025-02-18 15:25:23.977.977571708  Receiver_Timestamp: 2025-02-18 15:25:25.499.099605778 Message: 
Sender_Timestamp: 2025-02-18 15:25:23.955.955428288  Forwarder_Timestamp: 2025-02-18 15:25:25.072.072543270  Receiver_Timestamp: 2025-02-18 15:25:26.676.076284006 Message:  Mode: Not connected30
Sender_Timestamp: 2025-02-18 15:25:24.955.955110451  Forwarder_Timestamp: 2025-02-18 15:25:25.966.966381187  Receiver_Timestamp: 2025-02-18 15:25:27.469.069888589 Message:  Mode: Not connected29≥…UU
Sender_Timestamp: 2025-02-18 15:25:25.955.955109437  Forwarder_Timestamp: 2025-02-18 15:25:26.967.967212124  Receiver_Timestamp: 2025-02-18 15:25:28.465.065580672 Message:  Mode: Not connected28≥…UU
Sender_Timestamp: 2025-02-18 15:25:26.955.955116547  Forwarder_Timestamp: 2025-02-18 15:25:27.970.970607123  Receiver_Timestamp: 2025-02-18 15:25:29.468.068905932 Message:  Mode: Not connected27≥…UU
Sender_Timestamp: 2025-02-18 15:25:27.955.955073137  Forwarder_Timestamp: 2025-02-18 15:25:28.965.965416550  Receiver_Timestamp: 2025-02-18 15:25:30.463.063756140 Message:  Mode: Not connected26≥…UU
Sender_Timestamp: 2025-02-18 15:25:28.955.955133268  Forwarder_Timestamp: 2025-02-18 15:25:29.965.965981706  Receiver_Timestamp: 2025-02-18 15:25:31.464.064657546 Message:  Mode: Not connected25≥…UU
Sender_Timestamp: 2025-02-18 15:25:29.955.955113400  Forwarder_Timestamp: 2025-02-18 15:25:30.966.966572747  Receiver_Timestamp: 2025-02-18 15:25:32.464.064903067 Message:  Mode: Not connected24≥…UU
Sender_Timestamp: 2025-02-18 15:25:30.955.955168062  Forwarder_Timestamp: 2025-02-18 15:25:31.965.965404153  Receiver_Timestamp: 2025-02-18 15:25:33.463.063761973 Message:  Mode: Not connected23≥…UU
Sender_Timestamp: 2025-02-18 15:25:31.955.955118142  Forwarder_Timestamp: 2025-02-18 15:25:32.970.970323424  Receiver_Timestamp: 2025-02-18 15:25:34.468.068662545 Message:  Mode: Not connected22¥…UU
Sender_Timestamp: 2025-02-18 15:25:32.955.955111398  Forwarder_Timestamp: 2025-02-18 15:25:33.965.965411756  Receiver_Timestamp: 2025-02-18 15:25:35.463.063722545 Message:  Mode: Not connected21¥…UU
Sender_Timestamp: 2025-02-18 15:25:33.955.955121478  Forwarder_Timestamp: 2025-02-18 15:25:34.966.966646600  Receiver_Timestamp: 2025-02-18 15:25:36.472.072768794 Message:  Mode: Not connected20¥…UU
Sender_Timestamp: 2025-02-18 15:25:34.955.955056244  Forwarder_Timestamp: 2025-02-18 15:25:35.965.965396183  Receiver_Timestamp: 2025-02-18 15:25:37.464.064078533 Message:  Mode: Not connected19¥…UU
Sender_Timestamp: 2025-02-18 15:25:35.955.955103511  Forwarder_Timestamp: 2025-02-18 15:25:36.966.966156130  Receiver_Timestamp: 2025-02-18 15:25:38.464.064491866 Message:  Mode: Not connected18¥…UU
Sender_Timestamp: 2025-02-18 15:25:36.955.955110778  Forwarder_Timestamp: 2025-02-18 15:25:37.972.972200870  Receiver_Timestamp: 2025-02-18 15:25:39.472.072409679 Message:  Mode: Not connected17¥…UU
Sender_Timestamp: 2025-02-18 15:25:37.955.955119972  Forwarder_Timestamp: 2025-02-18 15:25:38.967.967286963  Receiver_Timestamp: 2025-02-18 15:25:40.465.065742022 Message:  Mode: Not connected16¥…UU
Sender_Timestamp: 2025-02-18 15:25:38.955.955146041  Forwarder_Timestamp: 2025-02-18 15:25:39.965.965415400  Receiver_Timestamp: 2025-02-18 15:25:41.463.063810251 Message:  Mode: Not connected15¥…UU
Sender_Timestamp: 2025-02-18 15:25:39.955.955140027  Forwarder_Timestamp: 2025-02-18 15:25:40.965.965433420  Receiver_Timestamp: 2025-02-18 15:25:42.463.063847750 Message:  Mode: Not connected14¥…UU
Sender_Timestamp: 2025-02-18 15:25:41.955.955118310  Forwarder_Timestamp: 2025-02-18 15:25:42.970.970240034  Receiver_Timestamp: 2025-02-18 15:25:44.576.076269156 Message:  Mode: Not connected12¥…UU
Sender_Timestamp: 2025-02-18 15:25:42.955.955115109  Forwarder_Timestamp: 2025-02-18 15:25:43.965.965626388  Receiver_Timestamp: 2025-02-18 15:25:45.464.064304312 Message:  Mode: Not connected11¥…UU
Sender_Timestamp: 2025-02-18 15:25:43.956.956379355  Forwarder_Timestamp: 2025-02-18 15:25:44.965.965520450  Receiver_Timestamp: 2025-02-18 15:25:46.465.065224207 Message:  Mode: Not connected10¥…UU
Sender_Timestamp: 2025-02-18 15:25:44.955.955220476  Forwarder_Timestamp: 2025-02-18 15:25:45.965.965777481  Receiver_Timestamp: 2025-02-18 15:25:47.470.070099988 Message:  Mode: Not connected9•¥…UU
Sender_Timestamp: 2025-02-18 15:25:45.955.955123888  Forwarder_Timestamp: 2025-02-18 15:25:46.966.966250918  Receiver_Timestamp: 2025-02-18 15:25:48.465.065597748 Message:  Mode: Not connected8µ…UU
Sender_Timestamp: 2025-02-18 15:25:46.955.955143655  Forwarder_Timestamp: 2025-02-18 15:25:47.970.970529303  Receiver_Timestamp: 2025-02-18 15:25:49.472.072794883 Message:  Mode: Not connected7µ…UU
Sender_Timestamp: 2025-02-18 15:25:47.955.955127537  Forwarder_Timestamp: 2025-02-18 15:25:48.965.965478782  Receiver_Timestamp: 2025-02-18 15:25:50.463.063916081 Message:  Mode: Not connected6µ…UU
Sender_Timestamp: 2025-02-18 15:25:48.955.955195064  Forwarder_Timestamp: 2025-02-18 15:25:49.966.966465552  Receiver_Timestamp: 2025-02-18 15:25:51.464.064848007 Message:  Mode: Not connected5µ…UU
Sender_Timestamp: 2025-02-18 15:25:49.955.955125977  Forwarder_Timestamp: 2025-02-18 15:25:50.967.967483208  Receiver_Timestamp: 2025-02-18 15:25:52.465.065898163 Message:  Mode: Not connected4µ…UU
Sender_Timestamp: 2025-02-18 15:25:50.955.955125223  Forwarder_Timestamp: 2025-02-18 15:25:51.971.971681958  Receiver_Timestamp: 2025-02-18 15:25:53.470.070100454 Message:  Mode: Not connected3µ…UU
Sender_Timestamp: 2025-02-18 15:25:51.955.955131500  Forwarder_Timestamp: 2025-02-18 15:25:52.971.971111541  Receiver_Timestamp: 2025-02-18 15:25:54.472.072877173 Message:  Mode: Not connected2µ…UU
NEW RUN ON: 2025-02-18 15:26:29.836.036729746
NOT CONNECTED  Forwarder_Timestamp: 2025-02-18 15:26:42.541.541920637  Receiver_Timestamp: 2025-02-18 15:26:41.857.057696929 Message: 
Sender_Timestamp: 2025-02-18 15:26:42.518.518741694  Forwarder_Timestamp: 2025-02-18 15:26:43.636.636530219  Receiver_Timestamp: 2025-02-18 15:26:43.050.050697241 Message:  Mode: Not connected30
Sender_Timestamp: 2025-02-18 15:26:43.518.518651513  Forwarder_Timestamp: 2025-02-18 15:26:44.532.532481105  Receiver_Timestamp: 2025-02-18 15:26:43.830.030780470 Message:  Mode: Not connected29'_UU
Sender_Timestamp: 2025-02-18 15:26:44.518.518632791  Forwarder_Timestamp: 2025-02-18 15:26:45.538.538562198  Receiver_Timestamp: 2025-02-18 15:26:44.838.038801875 Message:  Mode: Not connected28'_UU
